1201573,"['Berman, Al', 'Dash, Lauree', 'Fein, Gregory', 'Gorman, Liam', 'Hersh, Glenda', 'Meyers, Judy', ""O'Neill, Jeannie"", 'Pekich, Laurie', 'Plonka, Krysia', 'Solomon, Shari', 'Sterbenz, Liz', 'Ulrich, Alicia']",NA,NA,NA
1522750,"['Williams, P. Frank']","['Anderson, James']",NA,NA
0129015,"['Lazar, Alan Ari']","['Kreuzriegler, Mikael', 'Marcoux, Alexia']",NA,NA
1438215,"['Provatas, Natalia', 'Sayarath, Kathy']","['Oberstar, Tony']",NA,NA
1618373,"['Gosse, Erick', 'Keller, Brad']",NA,NA,NA
0194438,NA,NA,NA,NA
1966656,"['Frodl, Johannes', 'Frodl, Johannes']","['Meise, Philipp', 'Schmager, Jonas']",NA,NA
0408554,"['McLean, Erica']",NA,NA,NA
0301119,NA,NA,NA,NA
0266101,NA,NA,NA,NA
0782055,NA,"['T\xc3\xb3th, Gy\xc3\xb6rgy']",NA,NA
1645987,"['Davenport, Steven', 'Lysaght, Rachel']","['Dillon, P.J.']",NA,NA
1824912,"['Olofson, Christina']","['P\xc3\xa5lsheden, Martin']",NA,NA
1342970,"['Attema, Steven', 'Castillo, Hugo', 'Cooper, Anne Leigh']","['Magliazzo, Michael']",NA,NA
0379740,"['Argueta, Luis']",NA,NA,NA
0284427,"['de Chavagnac, Gaspard', 'Eisenman, Rafael', 'Eisenman, Rafael', 'Finn, Melanie', ""Kaplan, Avram 'Butch'"", ""Kaplan, Avram 'Butch'"", 'King, Zalman', 'Knop, Patricia Louisianna', 'Saunders, David']",NA,NA,NA
0286128,"['Helsen, Christel', 'Lombardo, Antonino']","['Van Passel, Frank', 'Vancaillie, Jan']",NA,NA
0327988,"['Hwang, Ui-shik']","['Yang, Yeong-kil']",NA,NA
1456609,NA,NA,NA,NA
1930520,NA,NA,NA,NA
1841704,NA,"['Bertoni, Laurent']",NA,NA
0449876,"['Ettiene, Julio', 'Villa, Eduardo']","['Castillo, Pedro']",NA,NA
0322892,"['Hausmann, Jakob']","['Feichtner, Manfred']",NA,NA
0345677,"['Bingham, Howard', 'Schlatter, George', 'Stangel, Suzzanne', 'Yuman, Bernie']",NA,NA,NA
0070718,NA,NA,NA,NA
0105645,"['Delia, Francis', 'Gorog, W.M. Christopher', 'Kuhn, Tom', 'La Marca, Andrew G.', 'Weintraub, Fred']","['Kaminski, Janusz']",NA,NA
0403297,NA,NA,NA,NA
1354040,NA,NA,NA,NA
1089775,NA,NA,NA,NA
0110505,NA,"['Adamczak, Andrzej']",NA,NA
0328949,NA,NA,NA,NA
0007433,"['Sennett, Mack']",NA,NA,NA
0244441,"['Kogan, Sergio']","['Herrera, V\xc3\xadctor']",NA,NA
0077646,"['Beaton, Alex', 'Cannell, Stephen J.']","['Martinelli, Enzo A.']",NA,NA
0204006,NA,NA,NA,NA
